AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTVOTPOLL,POSITION,religion,certainty
19,Thakurdwara,GEN,MUKHTAR AHMAD SAIFI,M,GEN,38,RLD,1516,6,Muslim,66
19,Thakurdwara,GEN,TOTARAM,M,SC,55,IND,1217,7,Unknown,0
19,Thakurdwara,GEN,SURAJ,M,GEN,46,RSMD,772,8,Hindu,66
19,Thakurdwara,GEN,KARAN SINGH,M,GEN,59,IND,753,9,Hindu,4
19,Thakurdwara,GEN,BALRAM SINGH,M,GEN,59,IND,741,10,Hindu,46
19,Thakurdwara,GEN,VIPIN,M,GEN,40,IND,515,11,Hindu,66
19,Thakurdwara,GEN,RAIS AHMAD,M,GEN,30,IND,445,12,Muslim,25
19,Thakurdwara,GEN,ONKAR,M,SC,36,IND,409,13,Hindu,6
19,Thakurdwara,GEN,HARSWROOP SINGH,M,GEN,48,SJP(R),297,14,Hindu,16
19,Thakurdwara,GEN,ASHA,F,GEN,42,IND,250,15,Hindu,7
20,Suar Tanda,GEN,NAWAB KAZIM ALI KHAN ALIAS NAVAID MIAN,M,GEN,46,SP,61227,1,Muslim,29
20,Suar Tanda,GEN,SHIV BAHADUR SAXENA,M,GEN,58,BJP,46621,2,Muslim,1
20,Suar Tanda,GEN,YUSUF ALI,M,GEN,38,BSP,43857,3,Muslim,46
20,Suar Tanda,GEN,SAKHAWAT,M,GEN,50,IND,3033,4,Muslim,66
20,Suar Tanda,GEN,RAVI RUHELA,M,GEN,28,RLD,2205,5,Unknown,0
20,Suar Tanda,GEN,VISHVAS,M,GEN,32,INC,1675,6,Hindu,66
20,Suar Tanda,GEN,KOSAR KHAN,M,GEN,42,IND,826,7,Muslim,16
20,Suar Tanda,GEN,RAJESH KUMAR,M,SC,35,IJP,738,8,Hindu,46
20,Suar Tanda,GEN,RAMJANE,M,GEN,60,IND,707,9,Unknown,0
20,Suar Tanda,GEN,SHAMIULLAH,M,GEN,44,UPUDF,699,10,Unknown,0
20,Suar Tanda,GEN,ABDUL AZIZ,M,GEN,51,IND,484,11,Muslim,46
20,Suar Tanda,GEN,AMRIT PAL SINGH,M,GEN,27,IND,397,12,Hindu,27
21,Rampur,GEN,MOHD. AZAM KHAN,M,GEN,52,SP,53091,1,Muslim,16
21,Rampur,GEN,AFROZ ALI KHAN,M,GEN,50,INC,19719,2,Muslim,16
21,Rampur,GEN,ANIL KUMAR VASHISHTHA BHAIYE,M,GEN,46,BJP,15260,3,Hindu,39
21,Rampur,GEN,MUSARRAT KHAN,M,GEN,49,BSP,4502,4,Muslim,16
21,Rampur,GEN,DILEEP KUMAR SAXENA,M,GEN,42,RLD,907,5,Hindu,50
21,Rampur,GEN,SAFDAR ALI,M,GEN,62,IND,902,6,Muslim,16
21,Rampur,GEN,ASHOK,M,GEN,35,SHS,374,7,Hindu,66
21,Rampur,GEN,MUMTAZ MIAN,M,GEN,44,IND,358,8,Muslim,5
21,Rampur,GEN,ATIYA MUSARRAT,F,GEN,44,IND,282,9,Muslim,7
21,Rampur,GEN,ZAMIR AHMAD,M,GEN,55,LD,197,10,Hindu,2
22,Bilaspur,GEN,SANJAY KAPOOR,M,GEN,44,INC,35040,1,Hindu,46
22,Bilaspur,GEN,JWALA PRASAD,M,GEN,47,BJP,34318,2,Hindu,5
22,Bilaspur,GEN,BEENA BHARDWAJ,F,GEN,50,SP,29132,3,Hindu,4
22,Bilaspur,GEN,LAKHWINDER SINGH,M,GEN,47,BSP,26182,4,Hindu,16
22,Bilaspur,GEN,ABDUL SALAM,M,GEN,39,RLD,15505,5,Muslim,46
22,Bilaspur,GEN,DINESH KUMAR,M,GEN,48,JM,7250,6,Hindu,46
22,Bilaspur,GEN,RAMAUTAR,M,GEN,51,IND,5040,7,Unknown,0
22,Bilaspur,GEN,DR. ZAFAR ULLA KHAN,M,GEN,49,IEMC,2439,8,Muslim,4
22,Bilaspur,GEN,JIVENDRA SINGH,M,GEN,43,IND,1937,9,Hindu,16
22,Bilaspur,GEN,ABDUL QADIR,M,GEN,32,LPI(V),1336,10,Muslim,62
22,Bilaspur,GEN,RAIS BEG,M,GEN,52,IND,1209,11,Muslim,83
22,Bilaspur,GEN,HARDEEP SINGH,M,GEN,55,IND,1013,12,Sikh,33
22,Bilaspur,GEN,CHHATRA PAL,M,GEN,62,IND,866,13,Hindu,16
22,Bilaspur,GEN,SHANKAR LAL,M,GEN,48,IND,860,14,Hindu,46
22,Bilaspur,GEN,SURESH KUMAR,M,GEN,43,AD,852,15,Hindu,46
22,Bilaspur,GEN,VIRENDRA KUMAR,M,GEN,54,IND,830,16,Hindu,46
22,Bilaspur,GEN,RAVI KUMAR,M,GEN,47,RJD,728,17,Hindu,5
22,Bilaspur,GEN,KAUSHAL KUMAR,M,GEN,35,IND,694,18,Hindu,5
22,Bilaspur,GEN,MEHNDI HASAN,M,GEN,47,RPD,692,19,Muslim,16
22,Bilaspur,GEN,NICHHATRA PAL,M,GEN,30,RPI(A),612,20,Hindu,16
22,Bilaspur,GEN,SITA RAM,M,SC,36,IND,599,21,Hindu,12
22,Bilaspur,GEN,NAVNEET KUMAR,M,GEN,36,SHS,534,22,Hindu,13
22,Bilaspur,GEN,SANJAY SINGH,M,GEN,30,IND,480,23,Hindu,46
23,Shahabad,SC,KASHI RAM,M,SC,50,BJP,35793,1,Hindu,12
23,Shahabad,SC,RADHEY SHAYAM,M,SC,46,SP,30852,2,Hindu,83
23,Shahabad,SC,CHANDRA PAL SINGH,M,SC,55,IND,28523,3,Hindu,50
23,Shahabad,SC,GUDDI BEGUM,F,SC,39,INC,14261,4,Unknown,0
23,Shahabad,SC,CHANDRA PAL SINGH,M,SC,50,BSP,9700,5,Hindu,50
23,Shahabad,SC,HANS RAJ,M,SC,40,IND,2864,6,Hindu,46
23,Shahabad,SC,BENI RAM,M,SC,64,BJSH,1184,7,Hindu,5
23,Shahabad,SC,RAM NIWAS,M,SC,47,RLD,1098,8,Hindu,6
23,Shahabad,SC,RAMDHAR,M,SC,41,IND,732,9,Unknown,0
23,Shahabad,SC,JAMNA PRASAD,M,SC,43,IND,620,10,Hindu,16
24,Bisauli,GEN,UMLESH YADAV,F,GEN,52,RPD,51116,1,Hindu,16
24,Bisauli,GEN,YOGENDRA KUMAR KUNNU,M,GEN,58,SP,37808,2,Hindu,22
24,Bisauli,GEN,LOKENDRA KUMAR,M,GEN,41,BSP,23688,3,Hindu,16
24,Bisauli,GEN,SHAKUNTALA,F,GEN,37,INC,8129,4,Hindu,66
24,Bisauli,GEN,PREM SWAROOP PATHAK,M,GEN,65,BJP,4390,5,Hindu,21
24,Bisauli,GEN,SURESH,M,GEN,45,IND,2571,6,Hindu,66
24,Bisauli,GEN,ZUBAIR ALAM,M,GEN,28,RLD,2096,7,Muslim,46
24,Bisauli,GEN,VIJENDRA YADAV,M,GEN,41,IJP,950,8,Hindu,16
24,Bisauli,GEN,SATENDRA,M,GEN,41,IND,752,9,Unknown,0
24,Bisauli,GEN,YOGENDRA PAL,M,GEN,38,IND,649,10,Hindu,5
25,Gunnaur,GEN,MULAYAM SINGH YADAV,M,GEN,67,SP,54696,1,Hindu,49
25,Gunnaur,GEN,ARIF ALI,M,GEN,35,BSP,23049,2,Muslim,46
25,Gunnaur,GEN,BHOOPENDRA SINGH,M,GEN,41,JD(U),7550,3,Hindu,46
25,Gunnaur,GEN,PIYUSH RANJAN YADAV,M,GEN,35,INC,2940,4,Hindu,25
25,Gunnaur,GEN,VINOD KUMAR,M,GEN,38,RLD,1251,5,Hindu,46
25,Gunnaur,GEN,KRISHAN MURARI,M,GEN,25,LD,825,6,Hindu,32
26,Sahaswan,GEN,DHRAM PAL YADAV DP YADAV,M,GEN,54,RPD,33883,1,Hindu,62
26,Sahaswan,GEN,OMKAR SINGH,M,GEN,50,SP,33774,2,Hindu,22
26,Sahaswan,GEN,MIR HADI ALI URF BABAR,M,GEN,29,JD(U),25216,3,Christian,6
26,Sahaswan,GEN,RISHI PAL,M,GEN,35,INC,6125,4,Hindu,46
26,Sahaswan,GEN,MIR YUSUF ALI,M,GEN,64,BSP,5925,5,Muslim,46
26,Sahaswan,GEN,HARI SINGH,M,GEN,53,IND,2427,6,Hindu,3
26,Sahaswan,GEN,NAZISH HUSSAIN,M,GEN,28,IND,1797,7,Muslim,16
26,Sahaswan,GEN,AKRAM,M,GEN,40,IND,1036,8,Muslim,16
26,Sahaswan,GEN,BANWARI LAL,M,GEN,35,IND,973,9,Hindu,46
26,Sahaswan,GEN,DHEER PAL KASHYAP,M,GEN,39,RLD,903,10,Hindu,21
26,Sahaswan,GEN,ROOP KISHOR,M,GEN,32,IND,823,11,Hindu,62
26,Sahaswan,GEN,OMKAR SINGH,M,GEN,35,IND,683,12,Hindu,22
26,Sahaswan,GEN,DAL VEER SINGH,M,GEN,27,LD,670,13,Hindu,3
26,Sahaswan,GEN,RAJENDRA,M,GEN,33,IND,486,14,Unknown,0
27,Bilsi,SC,YOGENDRA SAGAR URF ANU,M,SC,43,BSP,44876,1,Hindu,4
27,Bilsi,SC,ASHUTOSH MAURYA URF RAJU,M,SC,30,SP,39073,2,Hindu,46
27,Bilsi,SC,MAHENDRA NEERAJ,M,SC,34,BJP,16635,3,Hindu,62
27,Bilsi,SC,AMIT KUMAR,M,SC,30,INC,2894,4,Hindu,46
27,Bilsi,SC,MUKESH PAL,M,SC,28,RLD,1910,5,Hindu,46
27,Bilsi,SC,CHIRANJI LAL,M,SC,63,IND,1640,6,Hindu,16
27,Bilsi,SC,PREMPAL,M,SC,46,ASP,771,7,Sikh,66
27,Bilsi,SC,CHANDRA PRAKASH,M,SC,32,IND,569,8,Hindu,13
27,Bilsi,SC,OMPRAKASH,M,SC,44,IND,368,9,Hindu,66
27,Bilsi,SC,VIRENDRA PAL,M,SC,40,IJP,341,10,Hindu,46
28,Budaun,GEN,MAHESH CHANDRA,M,GEN,46,BJP,36403,1,Hindu,46
28,Budaun,GEN,VIMAL KRISHAN AGRAWAL URF PAPPI,M,GEN,46,SP,29205,2,Hindu,13
28,Budaun,GEN,KHALID PARVEIZ,M,GEN,37,BSP,24513,3,Muslim,83
28,Budaun,GEN,FAKHRE AHMAD SHOBI,M,GEN,37,INC,16526,4,Muslim,83
28,Budaun,GEN,LOKPAL SINGH,M,GEN,67,CPI,1888,5,Hindu,16
28,Budaun,GEN,RAJESH KUMAR,M,GEN,34,IND,1368,6,Hindu,46
28,Budaun,GEN,AMRIT PAL SINGH,M,GEN,57,RLD,1056,7,Hindu,27
28,Budaun,GEN,NATTHU RAM KASHYAP,M,GEN,35,LJP,724,8,Hindu,8
28,Budaun,GEN,KALYAN SINGH,M,GEN,43,IJP,669,9,Hindu,5
28,Budaun,GEN,MUKESH JAUHARI,M,GEN,29,IND,572,10,Hindu,83
28,Budaun,GEN,KASHMIRI LAL,M,SC,46,IND,512,11,Hindu,16
28,Budaun,GEN,HAJI ABDUL MAJID ANSARI,M,GEN,63,IND,393,12,Muslim,50
28,Budaun,GEN,MAHENDRA KUMAR,M,GEN,25,RSBP,366,13,Hindu,46
28,Budaun,GEN,RADHA KRISHNA YADAV,M,GEN,40,RJD,339,14,Hindu,50
29,Usehat,GEN,MUSLIM KHAN,M,GEN,43,BSP,46739,1,Muslim,46
29,Usehat,GEN,BHAGWAN SINGH SHAKYA,M,GEN,46,JD(U),41297,2,Hindu,49
29,Usehat,GEN,ASHEESH YADAV,M,GEN,30,SP,37319,3,Hindu,16
29,Usehat,GEN,ASHA,F,GEN,41,RLD,2204,4,Hindu,7
29,Usehat,GEN,CHANDRA PAL SINGH KASHYAP,M,GEN,49,INC,2183,5,Hindu,27
29,Usehat,GEN,RAMKISHORE,M,GEN,28,LD,2134,6,Hindu,66
29,Usehat,GEN,MOHAMMAD SADIQ,M,GEN,26,JM,1126,7,Muslim,62
30,Binawar,GEN,RAM SEVAK SINGH,M,GEN,45,BJSH,34856,1,Hindu,20
30,Binawar,GEN,UMESH SINGH RATHORE,M,GEN,35,BSP,33508,2,Hindu,22
30,Binawar,GEN,BHUPENDRA SINGH DADDA,M,GEN,51,SP,23352,3,Hindu,68
30,Binawar,GEN,HARPRASAD SINGH PATEL,M,GEN,61,BJP,10803,4,Hindu,49
30,Binawar,GEN,ABRAR AHMAD,M,GEN,63,INC,9016,5,Muslim,25
30,Binawar,GEN,ISRAT ALI KHAN,M,GEN,46,JM,5718,6,Muslim,16
30,Binawar,GEN,SATYANDRA SINGH,M,GEN,39,IND,1815,7,Hindu,16
30,Binawar,GEN,DR. AKEEL ISMAEEL,M,GEN,56,RLD,1367,8,Muslim,40
30,Binawar,GEN,RAJENDRA SINGH SHAKYA,M,GEN,44,IND,1356,9,Hindu,18
30,Binawar,GEN,NAWAB ALI,M,GEN,61,LD,1044,10,Muslim,16
30,Binawar,GEN,SATISH SINGH,M,GEN,38,IND,788,11,Hindu,46
30,Binawar,GEN,RAMAUTAR JATAV,M,SC,44,AMKD,614,12,Unknown,0
30,Binawar,GEN,VIRENDAR,M,GEN,35,RTKP,607,13,Unknown,0
30,Binawar,GEN,KRISHAN PAL,M,GEN,54,RSBP,486,14,Hindu,5
31,Dataganj,GEN,SINOD KUMAR SHAKYA (DEEPU BHAIYA),M,GEN,30,BSP,36612,1,Hindu,83
31,Dataganj,GEN,DR SHAILESH PATHAK URF GUDDU BHAIYA,M,GEN,44,INC,23680,2,Hindu,66
31,Dataganj,GEN,PREM PAL SINGH YADAV,M,GEN,51,SP,21932,3,Hindu,30
31,Dataganj,GEN,AVNISH KUMAR SINGH URF PAPPU BHAIYA,M,GEN,58,BJP,20922,4,Hindu,68
31,Dataganj,GEN,CHAMAN PRAKASH KASHYAP,M,GEN,41,IEMC,2763,5,Hindu,10
31,Dataganj,GEN,THAKUR RAM KUMAR SINGH,M,GEN,26,IND,2149,6,Hindu,21
31,Dataganj,GEN,DR OM PRAKASH KASHYAP,M,GEN,54,RLD,1243,7,Hindu,9
31,Dataganj,GEN,DHARAM PAL KASHYAP,M,GEN,54,BJSH,755,8,Hindu,14
31,Dataganj,GEN,DAN SINGH LODHI,M,GEN,31,IND,615,9,Hindu,3
31,Dataganj,GEN,SACHIN KUMAR GUPTA VIKALANG,M,GEN,25,UCP,599,10,Hindu,66
31,Dataganj,GEN,RAJ PAL KASHYAP,M,GEN,52,IND,597,11,Hindu,9
32,Aonla,GEN,RADHA KRISHNA,M,GEN,39,BSP,40129,1,Hindu,62
32,Aonla,GEN,BULAKI RAM,M,GEN,57,SP,30750,2,Hindu,5
32,Aonla,GEN,DHARAM PAL SINGH,M,GEN,60,BJP,29291,3,Hindu,12
32,Aonla,GEN,RISHI PAL SINGH,M,GEN,59,IEMC,11464,4,Hindu,50
32,Aonla,GEN,SHYAM BIHARI SINGH,M,GEN,71,INC,5536,5,Hindu,46
32,Aonla,GEN,AKHILESH KUMAR,M,GEN,50,JM,3096,6,Hindu,46
32,Aonla,GEN,SARTAJ WALI KHAN,M,GEN,56,IND,2989,7,Muslim,4
32,Aonla,GEN,GAUHAR ALI,M,GEN,44,RLD,1375,8,Hindu,9
32,Aonla,GEN,SRI NIVAS,M,SC,28,IND,1310,9,Hindu,35
32,Aonla,GEN,YADRAM,M,GEN,44,IND,1279,10,Unknown,0
32,Aonla,GEN,DEEN DAYAL PAL,M,GEN,66,BSKP,1148,11,Hindu,4
32,Aonla,GEN,LOKPAL,M,GEN,48,IND,934,12,Unknown,0
32,Aonla,GEN,BHAVISHYA KUMAR SINGH,M,GEN,30,IJP,621,13,Hindu,46
32,Aonla,GEN,BENCHELAL,M,SC,33,IND,592,14,Unknown,0
32,Aonla,GEN,KUNWAR RANDHIR SINGH RATHORE,M,GEN,28,LD,462,15,Hindu,53
33,Sunha,GEN,DHARMENDRA KUMAR KASHYAP,M,GEN,42,SP,29707,1,Hindu,9
33,Sunha,GEN,DR.MAIKU LAL MAURYA,M,GEN,38,BSP,26575,2,Hindu,9
33,Sunha,GEN,RAJUL NATH CHAUBEY,M,GEN,51,IEMC,17255,3,Hindu,5
33,Sunha,GEN,KUNWAR MAHARAJ SINGH,M,GEN,50,BJP,16824,4,Hindu,46
33,Sunha,GEN,SUMAN LATA SINGH,F,GEN,56,INC,16002,5,Hindu,15
33,Sunha,GEN,SARVESHWAR PAL SINGH,M,GEN,49,JM,2412,6,Hindu,46
33,Sunha,GEN,TIKARAM,M,GEN,30,IND,1800,7,Unknown,0
33,Sunha,GEN,SHIV CHARAN,M,GEN,34,RLD,1309,8,Hindu,12
33,Sunha,GEN,RAJESH PARASHARI,M,GEN,40,RTKP,1018,9,Hindu,83
33,Sunha,GEN,SANJAY KUMAR,M,GEN,32,RJD,920,10,Hindu,46
33,Sunha,GEN,NEM SINGH,M,GEN,42,SAP,890,11,Hindu,16
33,Sunha,GEN,NANHE LAL,M,GEN,38,IND,729,12,Hindu,16
33,Sunha,GEN,ANIL KUMAR,M,GEN,42,SHS,672,13,Hindu,22
33,Sunha,GEN,MAHARAJ SINGH,M,GEN,35,LD,598,14,Hindu,16
33,Sunha,GEN,BASHIR UDDIN,M,GEN,52,IND,573,15,Muslim,46
33,Sunha,GEN,PARVATI DEVI,F,GEN,60,IND,554,16,Hindu,13
33,Sunha,GEN,CHOTELAL,M,SC,31,IND,519,17,Unknown,0
33,Sunha,GEN,JAI PAL SINGH,M,GEN,36,IJP,429,18,Hindu,15
33,Sunha,GEN,RAJEEV KUMAR,M,SC,26,IND,381,19,Hindu,46
33,Sunha,GEN,KM. POOJA KASHYAP,F,GEN,26,IND,361,20,Unknown,0
33,Sunha,GEN,BINA,F,GEN,25,RSBP,354,21,Muslim,16
33,Sunha,GEN,BHIM SEN,M,GEN,62,IND,333,22,Hindu,46
33,Sunha,GEN,LATA SINGH KASHYAP,F,GEN,46,IND,262,23,Hindu,19
33,Sunha,GEN,NEMCHANDRA MAURYA,M,GEN,28,IND,240,24,Hindu,16
34,Faridpur,SC,VIJAY PAL SINGH,M,SC,42,BSP,39371,1,Hindu,50
34,Faridpur,SC,DR.SIARAM SAGAR,M,SC,64,SP,30890,2,Hindu,3
34,Faridpur,SC,SHAYAM BIHARI LAL,M,SC,41,BJP,17476,3,Hindu,16
34,Faridpur,SC,JAGAN LAL MAURYA,M,SC,62,IND,13150,4,Hindu,24
34,Faridpur,SC,CHADAMMI LAL SAGAR,M,SC,70,BKD,2661,5,Hindu,10
34,Faridpur,SC,SATISH CHANDRA,M,SC,38,IND,1797,6,Hindu,46
34,Faridpur,SC,NANDRAM,M,SC,72,INC,1436,7,Unknown,0
34,Faridpur,SC,UDAI VEER SINGH,M,SC,51,RLD,1259,8,Hindu,3
34,Faridpur,SC,INDRAPAL NANDA,M,SC,28,RSBP,689,9,Hindu,16
34,Faridpur,SC,MUKESH KUMAR VIKAL,M,SC,29,SAP,687,10,Hindu,66
34,Faridpur,SC,SUJAN SINGH,M,SC,47,BJSH,665,11,Hindu,5
34,Faridpur,SC,MAHESH PAL SINGH,M,SC,30,IND,563,12,Hindu,50
34,Faridpur,SC,RAMSAHAY,M,SC,66,IND,509,13,Unknown,0
35,Bareilly Cantonment,GEN,VIRENDRA SINGH,M,GEN,42,BSP,31353,1,Hindu,46
35,Bareilly Cantonment,GEN,PRAVEEN SINGH ARON,M,GEN,51,INC,25592,2,Hindu,30
35,Bareilly Cantonment,GEN,FAHIM SABIR,M,GEN,59,SP,23658,3,Muslim,62
35,Bareilly Cantonment,GEN,RADHEY SHYAM,M,GEN,63,BJP,22079,4,Hindu,62
35,Bareilly Cantonment,GEN,AKHLAQ AHMED,M,GEN,51,IEMC,12895,5,Muslim,26
35,Bareilly Cantonment,GEN,DHIRAJ AGRAWAL,M,GEN,32,IND,980,6,Hindu,46
35,Bareilly Cantonment,GEN,SUNDAR LAL,M,GEN,32,IND,763,7,Hindu,5
35,Bareilly Cantonment,GEN,ASLAM,M,GEN,26,RLD,748,8,Muslim,16
35,Bareilly Cantonment,GEN,RAMAKANT AGNIHOTRI,M,GEN,30,JKM,725,9,Hindu,83
35,Bareilly Cantonment,GEN,ALOK,M,GEN,48,JM,705,10,Unknown,0
35,Bareilly Cantonment,GEN,RAKESH KUMAR PARASHAR,M,SC,30,RSBP,701,11,Hindu,50
35,Bareilly Cantonment,GEN,SUNIL KUMAR,M,GEN,38,SHS,619,12,Hindu,9
35,Bareilly Cantonment,GEN,VINAY KUMAR,M,GEN,40,BSKP,431,13,Hindu,5
35,Bareilly Cantonment,GEN,SATISH CHANDRA,M,GEN,53,IND,419,14,Hindu,46
35,Bareilly Cantonment,GEN,BRIJENDRA SINGH,M,GEN,33,IND,380,15,Hindu,16
35,Bareilly Cantonment,GEN,IFTIDARUDDIN,M,GEN,43,IND,365,16,Unknown,0
35,Bareilly Cantonment,GEN,ZAKIR HUSAIN,M,GEN,41,NCP,358,17,Muslim,46
35,Bareilly Cantonment,GEN,ANDEEP,M,GEN,42,IND,357,18,Unknown,0
35,Bareilly Cantonment,GEN,RAJESH KUMAR,M,GEN,41,IND,337,19,Hindu,46
35,Bareilly Cantonment,GEN,AZHAR JAVED,M,GEN,31,IND,315,20,Muslim,46
35,Bareilly Cantonment,GEN,NEELAM GANGWAR,F,GEN,28,IND,295,21,Hindu,83
35,Bareilly Cantonment,GEN,PERVEZ VIQAR,M,GEN,35,IND,194,22,Unknown,0
36,Bareilly City,GEN,RAJESH AGARWAL,M,GEN,62,BJP,26893,1,Hindu,46
36,Bareilly City,GEN,DR.ANIL SHARMA,M,GEN,42,INC,16464,2,Hindu,16
36,Bareilly City,GEN,DR.ARUN KUMAR,M,GEN,55,SP,16222,3,Hindu,16
36,Bareilly City,GEN,DR.I.S.TOMER,M,GEN,60,IND,15895,4,Unknown,0
36,Bareilly City,GEN,SUNIL MEHTA,M,GEN,42,BSP,4326,5,Hindu,9
36,Bareilly City,GEN,MOHD.SAEED,M,GEN,33,IND,3102,6,Unknown,0
36,Bareilly City,GEN,JAVED KHAN,M,GEN,49,RLD,568,7,Muslim,46
36,Bareilly City,GEN,HARI BABU,M,GEN,59,IND,436,8,Hindu,3
36,Bareilly City,GEN,SANJEEV AGARWAL,M,GEN,30,IND,385,9,Hindu,46
36,Bareilly City,GEN,SACHIN,M,GEN,28,IND,176,10,Hindu,66
36,Bareilly City,GEN,HIMANSHU PANDEY,M,GEN,25,ABHM,144,11,Hindu,46
36,Bareilly City,GEN,AMIT KHANDELWAL,M,GEN,27,IND,139,12,Hindu,83
36,Bareilly City,GEN,SAROJ,F,GEN,31,LD,132,13,Hindu,66
36,Bareilly City,GEN,VED PRAKASH,M,SC,34,IND,125,14,Hindu,13
36,Bareilly City,GEN,MAHENDRA KUMAR AGARWAL,M,GEN,58,BJSH,121,15,Hindu,50
36,Bareilly City,GEN,RAKESH AGARWAL,M,GEN,62,IND,115,16,Hindu,46
36,Bareilly City,GEN,SHALABH PATHIK,M,GEN,30,IND,74,17,Hindu,9
37,Nawabganj,GEN,BHAGWAT SARAN GANGWAR,M,GEN,52,SP,40654,1,Unknown,0
37,Nawabganj,GEN,KESAR SINGH,M,GEN,50,BSP,36506,2,Hindu,17
37,Nawabganj,GEN,DR M P ARYA,M,GEN,44,BJP,29809,3,Hindu,16
37,Nawabganj,GEN,MOHD.SALEEM,M,GEN,41,IEMC,18650,4,Unknown,0
37,Nawabganj,GEN,KAISHAR JAHAN,F,GEN,42,INC,10859,5,Unknown,0
37,Nawabganj,GEN,SUMMER SINGH,M,GEN,40,IND,2837,6,Christian,9
37,Nawabganj,GEN,JAGDISH KUMAR,M,GEN,25,RSBP,1959,7,Hindu,46
37,Nawabganj,GEN,MASTER CHHOTELAL GANGWAR,M,GEN,59,RLD,1836,8,Unknown,0
37,Nawabganj,GEN,SHAKIL AHMAD,M,GEN,38,IND,737,9,Hindu,2
37,Nawabganj,GEN,AFZAL RAZA MISVAHI,M,GEN,31,NNP,577,10,Muslim,39
37,Nawabganj,GEN,UMA CHARAN,M,GEN,54,IND,551,11,Hindu,13
37,Nawabganj,GEN,USHA DEVI GANGWAR,F,GEN,42,IND,458,12,Hindu,20
37,Nawabganj,GEN,LEKHRAJ,M,GEN,44,IND,438,13,Unknown,0
37,Nawabganj,GEN,DINESH KUMAR,M,GEN,36,IND,340,14,Hindu,46
37,Nawabganj,GEN,BHAGWAT SARAN,M,GEN,26,IND,317,15,Unknown,0
38,Bhojipura,GEN,SHAZIL ISLAM ANSARI,M,GEN,32,BSP,39339,1,Muslim,46
38,Bhojipura,GEN,BAHORAN LAL MAURYA,M,GEN,52,BJP,38209,2,Hindu,9
38,Bhojipura,GEN,VIRENDRA SINGH GANGWAR,M,GEN,54,SP,31973,3,Hindu,68
38,Bhojipura,GEN,SARDAR KHAN,M,GEN,37,IEMC,13637,4,Muslim,16
38,Bhojipura,GEN,ABDUL QADEER,M,GEN,52,INC,8922,5,Muslim,62
38,Bhojipura,GEN,NARENDRA PAL SINGH,M,GEN,59,IND,2375,6,Hindu,50
38,Bhojipura,GEN,SATENDRA SINGH,M,GEN,30,IND,1786,7,Hindu,16
38,Bhojipura,GEN,MOHD.ISRAR KHAN,M,GEN,38,RLD,1327,8,Muslim,16
38,Bhojipura,GEN,MADAN LAL,M,GEN,38,IND,988,9,Hindu,22
38,Bhojipura,GEN,MANOJ SINGH,M,GEN,36,IND,973,10,Hindu,46
38,Bhojipura,GEN,ROHAN LAL,M,GEN,47,ABRS,930,11,Hindu,4
38,Bhojipura,GEN,RAMESHWAR DAYAL GANGWAR,M,GEN,48,JM,812,12,Hindu,39
38,Bhojipura,GEN,SHAHAR YAAR KHAN,M,GEN,34,RJD,726,13,Muslim,16
38,Bhojipura,GEN,SHANTI MAURYA,F,GEN,40,IND,689,14,Hindu,5
38,Bhojipura,GEN,MOHD.ISLAM,M,GEN,36,IND,402,15,Unknown,0
38,Bhojipura,GEN,JHAMMAN LAL,M,GEN,29,IND,396,16,Hindu,16
39,Kawar,GEN,SULTAN BEG,M,GEN,50,SP,54245,1,Unknown,0
39,Kawar,GEN,DR.D.C.VERMA,M,GEN,40,BSP,42719,2,Unknown,0
39,Kawar,GEN,JAI DEEP SINGH BRAR,M,GEN,59,BJP,38236,3,Hindu,9
39,Kawar,GEN,MAHIPAL SINGH,M,GEN,48,INC,6847,4,Hindu,46
39,Kawar,GEN,SHYAM VEER SINGH,M,GEN,35,IND,1991,5,Hindu,16
39,Kawar,GEN,ANUJ PRATAP SINGH,M,GEN,31,RLD,1647,6,Hindu,17
39,Kawar,GEN,ARVIND SAXENA,M,GEN,42,SHS,930,7,Hindu,46
39,Kawar,GEN,MUKHTYAR,M,GEN,50,IND,639,8,Unknown,0
39,Kawar,GEN,AABHA SINGH,F,GEN,55,IND,638,9,Hindu,46
39,Kawar,GEN,LAIQ AHMED,M,GEN,35,IEMC,437,10,Muslim,13
39,Kawar,GEN,MAHIPAL SINGH S/O SOMPAL SINGH,M,GEN,39,IND,346,11,Hindu,64
40,Baheri,GEN,CHHATRA PAL SINGH,M,GEN,44,BJP,53194,1,Hindu,46
40,Baheri,GEN,ANJUM RASHEED,M,GEN,49,BSP,44932,2,Muslim,31
40,Baheri,GEN,ATA-UR-RAHMAN,M,GEN,39,SP,32255,3,Unknown,0
40,Baheri,GEN,NANDLAL SARAN,M,GEN,71,INC,20075,4,Hindu,13
40,Baheri,GEN,ABDUL MUBEEN,M,GEN,51,RLD,9080,5,Muslim,83
40,Baheri,GEN,RAM DAS S/O KALI CHARAN,M,GEN,34,IND,4829,6,Hindu,19
40,Baheri,GEN,WAFA-UR-RAHMAN,M,GEN,35,IND,1769,7,Unknown,0
40,Baheri,GEN,DUSHYANT KUMAR,M,GEN,32,IND,822,8,Hindu,46
